year,venue,paper_id,review_id,segment_id,segment_type,segment_hash,paper_decision,review_score,review_confidence,raw_open_code,canonical_code,canonical_code_id,split,source_available_from,code_model,moderator_model
2024,ICLR.cc,DjeQ39QoLQ,ICLR.cc/2024/Conference/Submission4131/Reviewer_eMiw,seg_0406ecdcf0902377,strength,955e2ff54fd4b9e10d2025e641318332ed49537baf83a5fdf7b32470d4b04c32,Accept (spotlight),8.0,,Clear presentation and strong theoretical contributions,Clear presentation and strong theoretical foundation,CC002062,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,DFQCJmHPoe,ICLR.cc/2024/Conference/Submission5582/Reviewer_DxcQ,seg_8296685dafe7fd1b,weakness,fced1e81646e071040e29c25c0255c0e770b46787cccdf47318c48fefafa0723,Reject,6.0,,Insufficient detail and clarity,Lack of clarity and detail,CC016247,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,MtzHEqqUm0,ICLR.cc/2024/Conference/Submission7963/Reviewer_bsJi,seg_b66680d93566020f,strength,143d4b0f9c7ce93b2b4037b44781ee4400148cd3fb4406e9bd2eac0fff037c41,Reject,3.0,,comprehensive evaluation results,Comprehensive evaluation,CC028614,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,bPiHuNUNv_R,ICLR.cc/2023/Conference/Paper804/Reviewer_M1He,seg_b04e51b432ec50b6,full_review,9b61b504747b079b8e406f476cc31423832d0ed288e37094121d96503dd19621,Accept: poster,3.0,,Well-motivated problem and clear writing,Well-motivated problem and clear writing,CC027371,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,85Af6AcMo5,ICLR.cc/2024/Conference/Submission4270/Reviewer_gjHa,seg_f83f3dcf59ab76af,weakness,22b3ef0a91c261d93a20e990edf892a09902990729a058180902cd71861d4436,Reject,6.0,,Lack of clarity in algorithm presentation,Lack of clarity in algorithm presentation,CC016390,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,zz9hXVhf40,ICLR.cc/2022/Conference/Paper2558/Reviewer_PM7Z,seg_93ee8beedcd113a0,full_review,af7fac56083d98978e1ad4de69f6322930486d3f13fea5d102957cfc45131448,Accept (Spotlight),8.0,,clear writing and comprehensive analysis,Clear writing and thorough analysis,CC002844,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,SklR6aEtwH,ICLR.cc/2020/Conference/Paper837/AnonReviewer2,seg_093c0a9dafc46356,full_review,0a810294e9ebc7b51b168172b98b2f5849c95ba9cfe9a01c6abb25c144ddfe5a,Reject,3.0,,Innovative Neural Architecture Search approach,Innovative Neural Architecture Search approach,CC009774,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,8p3fu56lKc,ICLR.cc/2024/Conference/Submission7195/Reviewer_nLRu,seg_9fe76b1a50a8e685,weakness,5651fb6bfb7bdd16099d40300b65fa40b9db34655321e9892de0a1d589765a22,Accept (poster),5.0,,lack of empirical support,Lack of empirical support,CC016843,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,pCbCcXLzSz,ICLR.cc/2024/Conference/Submission2159/Reviewer_BrFX,seg_1447cb9e5d125dd7,strength,f79e52f978b9be6cbf70e0247db9f92d8f6900fe6ac968b3fa5b84a28ca87b0d,Reject,5.0,,Innovative algorithm with near-optimal regret,Innovative algorithm with near-optimal regret,CC010055,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,r1eX1yrKwB,ICLR.cc/2020/Conference/Paper1463/AnonReviewer1,seg_ad66c3c2445e091e,full_review,7ebc99a568f4e6bae5cc0a449b5d6f902b08f414be7f037267fb3cc588213e3c,Reject,3.0,,Innovative domain adaptation method with improved performance,Innovative approach to domain adaptation,CC010409,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,rUxKM6u8WER,ICLR.cc/2023/Conference/Paper2214/Reviewer_SHJC,seg_6bdba45ce1b23b39,full_review,1a7ad8a42980c06f6974631325e0aa5f2d2954d8ccc195846f2babdf997c7f61,Reject,5.0,,Strong theoretical foundation and clear structure,Clear structure and strong theoretical foundation,CC002292,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,XMJBrvRDI8,ICLR.cc/2024/Conference/Submission5985/Reviewer_EPhc,seg_bde22c0b19f5da3f,strength,0dbbb1ea2816ca7d0fe7b6b2c943456aa9084b2b1a8995221bfcc4d0e23fcb85,Reject,6.0,,Clear writing and effective visualizations,Clear writing and valuable visualizations,CC002877,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wqA7QmpUwa,ICLR.cc/2025/Conference/Submission10001/Reviewer_UWnW,seg_66a1bcb64706f87e,weakness,927b1a89180333e36164f531c1e734ea533fb1a1ce57bc466ab87fa3dfa8041b,Reject,5.0,,missing\_ablation,Missing ablation,CC018808,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,pXt2EP0PW1,ICLR.cc/2024/Conference/Submission1250/Reviewer_6gnc,seg_e2739fea4836da5f,strength,b7c2b399e093c0bd631c1b09eae49d8465e094a26f69403981d26c00f468032a,Reject,5.0,,Effective fairness in challenging conditions and theoretical guarantees,Theoretical guarantees for fairness and optimality,CC025785,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,tbx3u2oZAu,ICLR.cc/2025/Conference/Submission5411/Reviewer_aryh,seg_4f1ee191595f124b,strength,d038e188b0adac9997ccc759cf180a6f064cfae25c72e852be261472afcb1566,Accept (Poster),6.0,,theoretical novelty,Lack of novelty and clarity in methodology,CC017055,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,CtS2Rs_aYk,ICLR.cc/2023/Conference/Paper4498/Reviewer_qzhN,seg_3b91439b4960a220,full_review,97cefeb2174c8f10dacd2a41ecab403851528b2263df59190d139603023dbad4,Accept: poster,5.0,,Interesting problem and effective algorithm,Interesting problem and effective algorithm,CC015356,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,Y4cs1Z3HnqL,ICLR.cc/2022/Conference/Paper694/Reviewer_hc93,seg_101e8c58d5038f6d,full_review,0d481c3c26a6d8e631cbd32b460f600f5d5344d1d9732a4e6ceb55944856a5f5,Accept (Spotlight),8.0,,Strong theoretical foundation and performance,Strong theoretical foundation and performance,CC025160,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,JvPopr9skL0,ICLR.cc/2022/Conference/Paper2176/Reviewer_BUDw,seg_81c4c101f1c6dc56,full_review,27ad0562ab6336551a6d49ef47ce0ba51524d894b90808b3d7e818d21ae5c957,Reject,5.0,,Strong empirical results and clarity,Strong empirical results and clarity,CC024679,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wFIf8zpzTI,ICLR.cc/2025/Conference/Submission10661/Reviewer_q4MR,seg_c74fe9f76106d640,strength,efec0f6a03162abec1aa20bd8267f77a0d87dd650ad2c999ae5465ddc193c6f6,Reject,3.0,,innovative approach,Innovative approach,CC030261,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,mYo9r0CwUf,ICLR.cc/2024/Conference/Submission1522/Reviewer_mezv,seg_0a8e05ba27b393b3,weakness,eae9c34a8be7e74d7dff485848ec8ab9308cd356d0b4640fdcfa826ee57610d7,Reject,1.0,,Lack of clarity and context in methodology and results,Lack of clarity and detail in methodology,CC016258,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,xsx3Fpo3UD,ICLR.cc/2025/Conference/Submission7508/Reviewer_346S,seg_dff398dcb76fbee9,weakness,a2a669726a4baebd2d297e441201fd11bbf437cdb1618a957421b2b9ba4b9dac,Accept (Spotlight),8.0,,computation-overhead,Computational overhead,CC028677,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,6K81ILDnuv,ICLR.cc/2024/Conference/Submission6155/Reviewer_LK81,seg_efa5bab35c2f29e0,weakness,2d504d252961cd03edefd261303d6f3954a8c6da65008455fcc03bf003f9b71b,Reject,5.0,,Lack of clarity and empirical validation,Lack of clarity and empirical validation,CC016267,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,_nF5imFKQI,ICLR.cc/2023/Conference/Paper5352/Reviewer_HL8u,seg_77bdb3f042581f20,full_review,d4d484e901832ab37b82d756f1373485a4974b1eeb5ff503f18dbac8fe96b9e1,Accept: poster,8.0,,Clear organization and strong empirical evaluation,Clear organization and strong empirical results,CC001918,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,unDQOUah0F,ICLR.cc/2025/Conference/Submission9324/Reviewer_QoA2,seg_048c379a7a210015,weakness,3a55806b274d207348a4efce45d987761a66bb2ea59c2bf6e8d8ee0a2fd75615,Accept (Poster),6.0,,benchmark comparison,Benchmark comparison,CC028158,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,NoE4RfaOOa,ICLR.cc/2022/Conference/Paper4317/Reviewer_cR4C,seg_d7249352550e22f1,full_review,c9c02a0d281d1169e19f80dfcd23852ef4cf8abb1f916b7ba150a2a5d4174d6c,Reject,1.0,,Lack of clarity and rigor in writing and experiments,Lack of clarity and rigor in writing and experiments,CC016357,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,2kvDzdC5rh,ICLR.cc/2024/Conference/Submission6364/Reviewer_G7hj,seg_7c6260d38db71c4c,strength,2f6fa9d796616516d0693fbecaf8d05ee5d1a023cab4d343a7617c4a25aef9eb,Reject,6.0,,Strong empirical validation and clear methodology,Clear methodology and empirical validation,CC001619,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BkluqlSFDS,ICLR.cc/2020/Conference/Paper2476/AnonReviewer3,seg_86a310b68c813a90,full_review,7050f9c7fe1f274d12e25fac80141c59532382446c9045dcb9691a6058bc2655,Accept (Talk),6.0,,Effective federated learning method with strong results,Innovative approaches in federated learning,CC010850,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,FdUloEgBSE,ICLR.cc/2024/Conference/Submission5078/Reviewer_wYzV,seg_0c898dea86485a2f,strength,a9c8370950eb56ef553364d1d3b12fd0eb952a6a531fbad63d6f063ebc8801b8,Reject,5.0,,Innovative 3D molecule generation approach,Innovative 3D molecule generation approach,CC009434,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,swvURjrt8z,ICLR.cc/2025/Conference/Submission5898/Reviewer_zTT5,seg_ea59e7530a76af01,weakness,5fa7d9963b1a9209c95c6a461cdf3e37b3615f33f9d277ae78967b1337990141,Accept (Poster),6.0,,inadequate explanations,Inadequate explanation,CC030096,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,rpouyo09V0,ICLR.cc/2025/Conference/Submission9349/Reviewer_gBAk,seg_2fa2072f47d9dffe,weakness,1e19b420aee04a824ceb38ec5ffed712386e055cd3791536336926965d49684d,Accept (Poster),8.0,,Limited-scope-evaluation,Limited evaluation scope,CC017877,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,am7BPV3Cwo,ICLR.cc/2024/Conference/Submission5203/Reviewer_LaLW,seg_3b05e9e67077fc9c,strength,e9ab4c92b72b7c8dfafe29edc5b4739eef2e72ccd2993a3369a4725be5b1ed94,Reject,6.0,,Clear writing and significant results,Clear writing and significant results,CC002723,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,rUH2EDpToF,ICLR.cc/2024/Conference/Submission7731/Reviewer_2RBk,seg_9415ee71ed53d99b,weakness,fa1b88942f6a085bb59c987112aecd5ca416be92d828c94e816ae4277566a81e,Reject,8.0,,Limited dataset diversity and size,Limited dataset diversity,CC017795,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,ceATjGPTUD,ICLR.cc/2024/Conference/Submission4397/Reviewer_BbAN,seg_7e4fafa32ee07708,weakness,c05cb7d808ae8643c9460bf8405dac14c36d8cb30dd4222449e175d86dd3d95f,Accept (spotlight),8.0,,Inconsistent notation,Inconsistent notation,CC030188,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,S46Knicu56,ICLR.cc/2024/Conference/Submission3232/Reviewer_bqN4,seg_6def45fb06f144a9,strength,78a58b5491af6a2a659e797b2d436efba8934d46b949019744b8cbc45d638a93,Accept (poster),8.0,,novel methodology for treatment effect estimation,Innovative treatment effect estimation method,CC013965,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,x2yFdUSJ4I,ICLR.cc/2024/Conference/Submission214/Reviewer_S8eU,seg_159c475e4956a3b3,strength,48fe155968856b2063f05611c49a34496b9082fb8ba4175e46ceb0abc6ac71e7,Reject,3.0,,clear and accessible writing,Clear and accessible writing,CC001201,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,1VeQ6VBbev,ICLR.cc/2024/Conference/Submission5659/Reviewer_iprP,seg_125328c071c8c0d3,weakness,6f4f9e52066ef853e86de06f34c4d86fd6f445a787ef7ec21e04902f68f44576,Accept (poster),8.0,,Limited experimental results,Limited experimental results,CC017904,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,mQDpmgFKu1P,ICLR.cc/2022/Conference/Paper1826/Reviewer_9uKE,seg_42aec33599203d3d,full_review,e3ff67b10cfd14dbdc7d23f4cd105a7bdb7f37f0dc565c8eef101722c0cd10f3,Reject,5.0,,Innovative approach to transformer efficiency,Innovative approach to transformer efficiency,CC010724,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,v3XXtxWKi6,ICLR.cc/2024/Conference/Submission4026/Reviewer_Cuc6,seg_bdf6afc2827c6d59,strength,ce1e53780fa4642d43c561602771f29681e667a6220edc982a5c5d6bf094e644,Accept (poster),5.0,,Clear motivation and well-written,Clear motivation and well-written,CC001835,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,VTF8yNQM66,ICLR.cc/2024/Conference/Submission6476/Reviewer_YqAB,seg_5c60f95b58857ee9,strength,02c641944a549f3f48a32fb4f8f3ed3d90ab5dc8642ee1b366a6694ac2b88e38,Accept (oral),8.0,,Innovative dataset and methodology for LLM evaluation,Innovative combined dataset for LLM evaluation,CC011115,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,aJl5aK9n7e,ICLR.cc/2024/Conference/Submission6089/Reviewer_j2s8,seg_eaf134601ba80bb9,weakness,055f1929355127dec0e728460941a22aff671ec4387ad4de2fdfe5fd58ee1be8,Reject,6.0,,Lack of clarity and generalizability,Lack of clarity and generalizability,CC016281,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,ECvgmYVyeUz,ICLR.cc/2022/Conference/Paper3550/Reviewer_bTLa,seg_c37f09f7e4fe3be7,full_review,37937783276456b554b566b1abdcd95f09e01c8271777bb70ad1ed59d4d9be5f,Accept (Poster),6.0,,New insights on contrastive learning and data augmentation,Enhanced data augmentation for contrastive learning,CC006804,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,IYxDy2jDFL,ICLR.cc/2024/Conference/Submission6552/Reviewer_hDW2,seg_027f78c140026900,weakness,90a43677524d4808a56778241c2731091f91860d1d61b6267f1512b43852634c,Accept (oral),6.0,,Lack of clarity in empirical evaluation and theoretical limitations,Lack of clarity and empirical support,CC016266,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,BBD6KXIGJL,ICLR.cc/2024/Conference/Submission5507/Reviewer_Liwe,seg_4d2107d07bd525c4,weakness,b9670144b37119260dea3e8e133d3b73a8f9a4c91949108a4f47473434b99a53,Accept (spotlight),6.0,,Limited performance improvements,Limited performance improvements,CC018190,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,INO8hGXD2M,ICLR.cc/2022/Conference/Paper4614/Reviewer_GYAe,seg_3408bc9ed0a35c98,full_review,3682e17635015f0f02a19248ae8dafc9969cfb9d109201fea315282d908e016a,Reject,6.0,,Significant contributions to OOD detection evaluation,Novel OOD detection criterion,CC019632,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,fZZ4ubttru,ICLR.cc/2024/Conference/Submission6409/Reviewer_X3QY,seg_b36178ac3a5bc868,weakness,a2910ee38224dfa97c4fc9453ac93e8b79438ca3fb87385efed40e88ecb9e014,Reject,5.0,,Lack of clarity and thoroughness in experiments,Insufficient experimental validation,CC014811,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,QWgUAx7nIi,ICLR.cc/2024/Conference/Submission2269/Reviewer_SxCs,seg_8a7536f7ee7bf8d7,weakness,8ce34c2cff59c3367aa70806f34d643b91b2e04ee2ede28d7fd24e1872166e48,Reject,5.0,,Insufficient experimental evidence,Insufficient experimental evidence,CC014801,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,c2l1XbSRnpZ,ICLR.cc/2023/Conference/Paper4662/Reviewer_Mwpn,seg_4f1983fd1d669e03,full_review,9fe59d64c64e777a06e6814bee42a76c62931de31c23092aa3f8ac1fbc8df05d,Reject,1.0,,No identified strengths,No strengths identified,CC019484,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,-EHqoysUYLx,ICLR.cc/2023/Conference/Paper2925/Reviewer_KoJF,seg_23cc9355652c8d63,full_review,3463d7d40d5da91e76fa80242b24ea6fc6dd2fd6f00e377e6e638a91fe4317a1,Accept: poster,6.0,,Novel approach to federated learning generalization,Novel approach to federated learning generalization,CC019991,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,C61sk5LsK6,ICLR.cc/2024/Conference/Submission247/Reviewer_Nce2,seg_7665b86fd58f4f4e,strength,feba3bf52db13f9e663d16dbbd22d209dcaa6785bf9ee7a176e201b2dc6c55cf,Accept (oral),8.0,,Clear presentation and efficient method,Clear presentation and efficient method,CC001967,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BJlBSkHtDS,ICLR.cc/2020/Conference/Paper1690/AnonReviewer2,seg_3249ca84a49d738d,full_review,53961c091f236e4fa4aac3a927a56e013dd28e323cb6caddc3d829bf7911237f,Accept (Poster),6.0,,Innovative learnable activation function,Innovative learnable activation function,CC012280,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,vPOMTkmSiu,ICLR.cc/2025/Conference/Submission5361/Reviewer_f7Dz,seg_d471a7cf427f2139,strength,9db30f1a406e8ed1d7988d52486ad9cf61e2127fc1804b318e2f4df09d1c161b,Accept (Poster),8.0,,thorough empirical analysis,Thorough empirical analysis,CC034157,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BkgGJlBFPS,ICLR.cc/2020/Conference/Paper2054/AnonReviewer1,seg_c5c587a12c4e710c,full_review,d5ebdf6cffb896a72878e651a2d24da021e7f43fb739c310ff2d4f7bc5f9e8ae,Reject,6.0,,Innovative unsupervised graph representation method,Innovative unsupervised graph representation method,CC014035,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wUtCieKuQU,ICLR.cc/2025/Conference/Submission2049/Reviewer_JEXC,seg_6eedb76a771c35be,weakness,f1e4628544d19efce34a99c0c99f3098c3b2da7e126eebcaebf67b89ca3711d6,Accept (Poster),6.0,,weak evaluation,Weak evaluation,CC034836,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
